nct_id,study_status,shap_value,feature_value,direction,snippet,dim,mean_abs
NCT05755347,1,0.0061303426254949046,-0.080514155,high,Assessing Functional Status Needs Via PRO Measures for Pts With Metastatic Breast Cancer | Breast Cancer|Metastasis | The purpose of this single-site non-randomized study is to identify areas of need related to functional status and overall…,30,0.003224800166724477
NCT06045741,1,-0.009640544048745597,0.023413187,low,"Virtual Reality - A New Vision on Pain | Chronic Pain|Pain, Chronic|Musculoskeletal Disorder|Musculoskeletal Pain|Musculoskeletal Diseases or Conditions|Musculoskeletal Neck Pain|Back Pain | The purpose of the project is to investigate if t…",30,0.003224800166724477
NCT06202378,1,-0.009238540713083694,-0.058664799,low,Safety and Efficacy of SHPL-49 Injection in Participants With Acute Ischemic Stroke | Acute Ischemic Stroke | This study is designed to determine the safety and efficacy of SHPL-49 intravenous infusion for 7 consecutive days in the treatmen…,30,0.003224800166724477
NCT05907226,1,-0.00905317632809556,0.064694986,low,"Compare Smokers' Appraisal of Proposed Plain Packs and Existing Cigarette Packs | Health Risk Behaviors|Non Communicable Diseases | 2 Objectives

1. To explore the noticeability of pictorial health warnings and perceptions of attractiveness…",30,0.003224800166724477
NCT05947981,1,-0.008529942562866922,-0.054514572,low,"Pre-operative 5% Dextrose Infusion & PONV | Nausea, Postoperative | With this study, we aim to compare the efficacy of pre-operative dextrose-containing fluid infusion with other fluid for the prevention of PONV in middle ear surgeries.",30,0.003224800166724477
NCT06699940,1,-0.007327772183621164,-0.043783449,low,A Retrospective Study to Evaluate NeuroStar® Advanced Therapy in Adolescents | MDD | To assess the real-world effectiveness of transcranial magnetic stimulation (TMS) for depression in large adolescent and young adult samples.,30,0.003224800166724477
NCT05764317,1,-0.006480667973635263,-0.249485701,low,"Description of the Effectiveness, Safety, Tolerability and Adherence to Amlodipine/Atorvastatin/Perindopril Single Pill Combination Treatment in Patients With Arterial Hypertension and Dyslipidemia (TARGET) | Arterial Hypertension|HTN | Thi…",30,0.003224800166724477
NCT06591637,1,-0.006345440078598585,0.001339828,low,"Fertility Supportive Behavior Education Based On Watson's Theory Of Human Care | Infertility, Female|IVF | Infertile individuals frequently attempt behavioral changes to enhance the effectiveness of their treatment and improve fertility out…",30,0.003224800166724477
NCT06101498,1,-0.005492848758987066,0.000386223,low,Peroperative Fluid Management in Major Gynecological Cancer Surgeries | Fluid Overload|Fluid Loss|Perioperative/Postoperative Complications|Acute Kidney Injury | The aim of this study is to evaluate the effect of perioperative fluid managem…,30,0.003224800166724477
NCT05997654,1,0.007271089401851896,-0.365406752,high,Evaluation of the Safety and Effectiveness of the Investigational Product in Improvement of the Appearance of Wrinkles and General Aspect of the Skin | Skin Aging | The study investigates the safety and effectiveness of SILIMED® brand MEDGE…,59,0.003147192416484586
NCT05987969,1,0.006618109689079574,-0.1716768,high,Efficacy and Safety of the Alena App as a Treatment for Social Anxiety Disorder | Social Anxiety Disorder (Social Phobia)|Social Anxiety|Social Anxiety Disorder | The present study is a randomised controlled trial that seeks to investigate …,59,0.003147192416484586
NCT06496269,1,0.006503333996957963,-0.016429305,high,"Impact of Microvascular Inflammation on Kidney Allograft Outcome | Transplant;Failure,Kidney|Kidney Transplant Rejection | Graft microvascular inflammation poses a significant challenge to successful kidney transplantation due to its hetero…",59,0.003147192416484586
NCT06030999,1,0.006240335425434296,-0.188531697,high,The Prevention And Treatment On Obesity And Weight Management By Oral Supplementation Of Probiotics And Prebiotics | Overweight and Obesity | The goal of this interventional study is to test whether consumption of Wonderlab probiotics with …,59,0.003147192416484586
NCT05814029,1,0.005858522113594517,-0.172687009,high,"Different Mobilization Techniques on Balance, Gait, Jumping and Foot Plantar Pressure | Dorsiflexion Deformity of Foot | Adequate ankle dorsiflexion range of motion is important for normal performance of functional activities such as walkin…",59,0.003147192416484586
NCT03825965,1,0.005802831848509413,-0.156569049,high,"Cannabinoids vs. Placebo on Persistent Post-surgical Pain Following TKA: A Pilot RCT | Knee Osteoarthritis | Each year, approximately 75,000 Canadians undergo knee replacement surgery, and up to 25% develop persistent post-surgical pain. Pe…",59,0.003147192416484586
NCT06666959,1,0.005464765479923699,-0.084589064,high,Sevoflurane Versus Propofol in Endovascular Coiling of Cerebral Aneurysm | Propofol|Sevoflurane | The goal of this observational study is to learn about the anti-inflammatory effects of anesthetics on patients undergoing endovascular coilin…,59,0.003147192416484586
NCT06509282,1,0.0054375613313573015,-0.206955433,high,"Personalized Concurrent Exercise for Cardiovascular Risk Control and Fitness in Adults | Cardiovascular Syndrome, Metabolic | Aim: To determine the efficacy of a personalized concurrent exercise prescription guide combined with pharmacologi…",59,0.003147192416484586
NCT06310083,1,-0.009777102193550036,-0.155578688,low,Endoscopic Submucosal Resection Turbinoplasty VS Turbinectomy | Turbinate; Hypertrophy Mucous Membrane | The aim of our study is to compare endoscopic submucosal resection Turbinoplasty and partial inferior turbinectomy regarding clinical a…,59,0.003147192416484586
NCT05902546,1,-0.009132674377631246,-0.115274131,low,Effect of HIIT Vs Moderate Intensity Aerobic Exercise on Insulin Resistance in Type 2 DM | Diabetes Mellitus|Insulin Resistance | Comparing between the efficacy of high intensity interval training and moderate intensity aerobic exercises on…,59,0.003147192416484586
NCT06072885,1,-0.008810780869778228,-0.275241822,low,Evaluation of Perioperative Lung Ultrasound Scores in Laparoscopic Pediatric Surgeries | Postoperative Pulmonary Atelectasis | Laparoscopic surgeries require carbon-dioxide into the abdomen which may occasionally lead to atelectasis. The ex…,59,0.003147192416484586
NCT05993624,1,-0.008122742899620334,0.056866895,low,The Effect of Exergame Games on Geriatric Individuals With Kinesiophobia | Geriatric|Kinesiophobia | The study included 15 geriatric individuals over the age of 65 staying in Kızılay Zeynep Nedim Oyvar Nursing Home and Elderly Nursing Home.…,59,0.003147192416484586
NCT05972512,1,-0.007631230177285033,-0.302389205,low,"A Clinical Study to Assess the Safety and Effectiveness of Plant-based Biotin and Plant Based Biotin with Silica in Healthy Human Subjects with Complaints of Hair Fall, Thin, Dry, & Brittle Hair, and Dry Skin | Hair Falling|Thin Hair|Dry Ha…",59,0.003147192416484586
NCT05740982,0,-0.00733540961088238,-0.26985997,low,"A Phase 2 Randomized Multisite Trial to Inform Public Health Strategies Involving the Use of MVA-BN Vaccine for Mpox | Monkeypox | This study is a Phase 2 open-label, non-placebo controlled, multi-site clinical trial that will evaluate the …",59,0.003147192416484586
NCT06336629,1,-0.007284336287571022,-0.387602895,low,A Study Assessing the Efficacy and Safety of Combined Use of Clascoterone 1% Cream and Duac Gel (Benzoyl Peroxide/Clindamycin) for the Treatment of Acne | Acne Vulgaris | Winlevi is the first topical anti androgen and sebum inhibitor approv…,59,0.003147192416484586
NCT06993467,1,-0.007079734408060858,-0.141976997,low,"Oxygen Delivery During Cardiopulmonary Bypass And Inflammatory Reaction After Cardiac Surgery | Cardiopulmonary Bypass|Cardiac Surgery|Systemic Inflammatory Response Syndrome (SIRS) | Cardiac surgery, especially when involving cardiopulmona…",59,0.003147192416484586
NCT05737966,1,0.005460925213271821,0.018480917,high,"Evaluation of Case Management for First Episode Psychosis Using the PEPsy-CM Checklist | First Episode Psychosis | Psychotic disorders are often chronic conditions that lead to impaired functioning, quality of life and social integration. C…",101,0.0031310803835191132
NCT05833178,1,0.005047896723262966,0.08524996,high,The Effect of Blood Tests Performed Within the Routine Protocol in the Surgical Intensive Care Unit on Hemoglobin Levels | Anemia | Examination of blood samples is inevitable in intensive care units. Routine blood samples can be an importan…,101,0.0031310803835191132
NCT05501548,0,0.005036361652112191,0.103242382,high,Phase II Study of PARP Inhibitor Olaparib and IV Ascorbate in Castration Resistant Prostate Cancer | Prostate Cancer|Castration-resistant Prostate Cancer | This is a study to evaluate the safety and clinical activity of the combination of o…,101,0.0031310803835191132
NCT05987969,1,0.004733241868989353,0.159339949,high,Efficacy and Safety of the Alena App as a Treatment for Social Anxiety Disorder | Social Anxiety Disorder (Social Phobia)|Social Anxiety|Social Anxiety Disorder | The present study is a randomised controlled trial that seeks to investigate …,101,0.0031310803835191132
NCT05932238,1,0.004378213647205484,-0.051302552,high,Systane® Hydration PF and Systane® Hydration Preserved | Dry Eye | The purpose of this post-market clinical follow-up (PMCF) study is to assess the performance and safety of Systane Hydration Preservative Free (PF) in subjects experiencing …,101,0.0031310803835191132
NCT06105086,1,0.004330094983798744,0.239011645,high,Risk Analysis Interview IVDR 2023 | Risk Variables | The objective of this research project is to design a risk-based model to decide when clinical performance studies should be performed on in-house developed in vitro diagnostic tests (IH-…,101,0.0031310803835191132
NCT07008079,1,0.004144861056438458,0.35746634,high,Flapless Mini-incision Implant Surgery | IMPLANTATION|Dental Implant|Dental Implant Placement|Peri-Implant Tissues | evaluate the clinical efficacy of the flapless mini-incision method compared to conventional flap and flapless punch method…,101,0.0031310803835191132
NCT06025669,1,0.0039150919302460355,-0.027978519,high,"Effects of Nap Restriction on Preschoolers' Empathy, Prosocial Behaviors and Executive Function | Sleep Restriction | Cross-sectional evidences suggest a relationship between early childhood sleep and cognitive as well as socio-emotional fu…",101,0.0031310803835191132
NCT06590129,1,-0.010737037014498583,-0.002385549,low,Functional Recovery and Pain Reduction Post-hydrodissection vs Rehabilitation in Patients With Carpal Tunnel Syndrome (Hydrocarpal) | Carpal Tunnel Syndrome (CTS) | This study pretend to evaluate the effectiveness of hydrodissection vs only…,101,0.0031310803835191132
NCT05808595,1,-0.010244934410950464,0.017320609,low,The Safety and Efficacy of AlphaWave® L-Theanine on Adults Who Experience Moderate Stress on a Regular Basis | Stress | The objective of this study is to evaluate the efficacy of AlphaWave® L-Theanine on stress among adults who experience m…,101,0.0031310803835191132
NCT05770284,1,-0.00966798326152002,0.044368375,low,"Effect of Exercise Based Regimen on Frailty in Children With Liver Disease | Liver Diseases | Frailty is now a well-known complication of liver disease and various studies, including pediatric literature studies, have recognized it as a poo…",101,0.0031310803835191132
NCT06000072,1,-0.009574590854058443,-0.053256288,low,Comparison of Tele-rehabilitation or Video-Based Core Exercises in Individuals With Axial Spondyloarthritis | Axial Spondyloarthritis|Telerehabilitation|Exercise | Exercise is a core treatment method in the management of Axial Spondyloarthr…,101,0.0031310803835191132
NCT06629870,1,-0.009321757294890176,0.186184168,low,Dental Anxiety During Restorative Dental Treatment | Hypnotherapy|Virtual Reality|Mindfulness | Anxiety refers to behavioural disorders associated with excessive fear and anxiety. Dental anxiety refers to excessive fear and anxiety at the t…,101,0.0031310803835191132
NCT06496269,1,-0.00881120110260781,0.21350497,low,"Impact of Microvascular Inflammation on Kidney Allograft Outcome | Transplant;Failure,Kidney|Kidney Transplant Rejection | Graft microvascular inflammation poses a significant challenge to successful kidney transplantation due to its hetero…",101,0.0031310803835191132
NCT06543160,1,-0.008790595032510283,0.167401761,low,"Immediate Skin-To-Skin Contact and Early Breastfeeding During Caesarean Section | Neonatal Hypoglycemia | Background: Neonatal hypoglycemia is a prevalent and serious condition among late preterm and term infants, which can lead to severe n…",101,0.0031310803835191132
NCT06073405,1,-0.008552676703498036,0.089392446,low,Colonic Polyp Size Measurement With Artificial Intelligence | Colon Polyp|Artificial Intelligence | Primary objective of the study is to evaluate if the novel virtual polyp sizing tool accuracy in determining the size class of polyps among …,101,0.0031310803835191132
NCT05897671,1,0.0066787192139941,-0.39856863,high,Foveal Sparing ILM Peeling With ILM Flap Transposition | Full Thickness Macular Hole | Foveal sparing internal limiting membrane (ILM) peeling with ILM flap transposition over the macular hole combines the benefits of foveal sparing ILM pee…,56,0.0029643901593650974
NCT05711290,1,0.006265589630147588,-0.205960512,high,"Oxygen Nanobubble Drink Impact on Exercise in Pulmonary Fibrosis | Pulmonary Fibrosis | Approximately 1 in 5 (or 12.7 million adults) in the UK have longstanding respiratory illnesses, and 6.5 million patients report taking prescription med…",56,0.0029643901593650974
NCT05986175,1,0.005554873627215784,-0.134832367,high,"The Effect of Motor Imagery Training in Addition to Core Stabilization Exercises on Core Performance, Balance, Functional Capacity, and Quality of Life in Healthy Adolescents Girls | Adolescent | Adolescence is the period in which a person …",56,0.0029643901593650974
NCT06077474,1,0.005486747783334067,-0.247601792,high,Validation of the Turkish Version of PTSD-RI-5 | Post-Traumatic Stress Disorder in Children | The aim of this study is to investigate the adaptation and validity of the DSM-5 PTSD-RI -5 scale in patients who have been exposed to traumatic e…,56,0.0029643901593650974
NCT05852470,1,0.005185788160647462,-0.326843143,high,Evaluation of Clareon Vivity/Vivity Toric | Aphakia | This study seeks to generate clinical data from subjects previously implanted with the Clareon Vivity/Vivity Toric Intraocular Lenses (IOLs) or Clareon Monofocal/Clareon Toric IOLs. This…,56,0.0029643901593650974
NCT05731102,1,0.005141727958721276,-0.208406106,high,Diagnostic Survey of Mental and Substance Use Disorders Among Norwegian College and University Students | Mental Disorders|Substance Use Disorders|Treatment|Participation | The aims of this observational survey are to 1) collect data on the…,56,0.0029643901593650974
NCT05948098,1,0.004726839786580967,-0.383854389,high,"Facilitated Tucking Position, Gentle Human Touch Practices and Pain | Pain|Premature | This prospective study is planned as a randomized controlled study to evaluate the effect of facilitated tucking position and gentle human touch practice…",56,0.0029643901593650974
NCT06072885,1,0.004614969288800239,-0.326902241,high,Evaluation of Perioperative Lung Ultrasound Scores in Laparoscopic Pediatric Surgeries | Postoperative Pulmonary Atelectasis | Laparoscopic surgeries require carbon-dioxide into the abdomen which may occasionally lead to atelectasis. The ex…,56,0.0029643901593650974
NCT06068673,1,-0.018090928297076515,-0.129163489,low,"The Potential Impact of Clindamycin on Neurosurgery Patients. | Neurologic Complication|Neurosurgery | A prospective, open-label, single center, controlled trial. 44 patients that underwent neurosurgery or presented meningitis signs, for wh…",56,0.0029643901593650974
NCT04286022,1,-0.01524305847896585,-0.173169106,low,Specific Neurotechnical Strength Training (NeuroTraining) | Neuromuscular Adaptations | This study aims to apply a novel study methodology using high density electromyography (HDEMG) to know what are the mechanisms underlying the structural…,56,0.0029643901593650974
NCT06543160,1,-0.012604433953165427,-0.320915192,low,"Immediate Skin-To-Skin Contact and Early Breastfeeding During Caesarean Section | Neonatal Hypoglycemia | Background: Neonatal hypoglycemia is a prevalent and serious condition among late preterm and term infants, which can lead to severe n…",56,0.0029643901593650974
NCT06294535,1,-0.011454532866310955,-0.260748804,low,"The Accuracy of Reconstruction of Orbital Walls Fracture Using Prebent Mesh Versus Patient Specific Implant | Orbital Fractures | under GA, incision to access to orbital walls. Then insertion of prebent titanium mesh or customized titanium …",56,0.0029643901593650974
NCT05707195,1,-0.010590657552833704,-0.158666879,low,"Learning Excellence Program and Improvement of Quality Care | Satisfaction, Patient | Improving the quality of care is a daily goal in pediatric intensive care units. Measuring patient and family satisfaction is recognized as an indicator o…",56,0.0029643901593650974
NCT05764317,1,-0.010143532343772677,-0.118091434,low,"Description of the Effectiveness, Safety, Tolerability and Adherence to Amlodipine/Atorvastatin/Perindopril Single Pill Combination Treatment in Patients With Arterial Hypertension and Dyslipidemia (TARGET) | Arterial Hypertension|HTN | Thi…",56,0.0029643901593650974
NCT06827106,1,-0.009986926423298428,-0.327735752,low,"Dose-Quality Study in the Temporal Bone Computed Tomography in Routine Care | Normal CT Scan|Dysplasic Disease|Tumoral Disease|Infectious Disease | Because of the complexity of the structures studied, imaging the temporal bone requires comp…",56,0.0029643901593650974
NCT05442853,1,-0.009067093534720244,-0.272601783,low,"Continuous Glucose Monitoring for Hyperglycemia in Critically Ill Patients | Hyperglycemia|Hypoglycemia|Critical Illness|Diabetes Mellitus | The investigators intend to conduct a single-center, prospective, randomized comparative trial of p…",56,0.0029643901593650974
NCT06784128,1,0.014046583264262153,-0.465530604,high,Impact of TECAR Therapy on Pain and Function in Adhesive Capsulitis: | Adhesive Capsulitis | Transfer Energy Capacitive and Resistive (TECAR) therapy is a heat therapy method that increases blood circulation at the microscopic level by gene…,91,0.002872984174815502
NCT05320419,1,0.01336298972865393,-0.359567881,high,The Effect of Amniotic Membrane Injection as An Addition to Physical Therapy in Patients With Rotator Cuff Tear | Rotator Cuff Tear|Rotator Cuff Tendinopathy|Ultrasonography | Rotator cuff tear (RCT) is a commonly seen pathology in shoulder…,91,0.002872984174815502
NCT05422625,1,0.013346375229068598,-0.222927719,high,"PTNS for Female Patients Suffering From Multiple Sclerosis | Multiple Sclerosis|Overactive Bladder | This is a pilot, single blind, randomized, sham-controlled trial to assess the benefit of Percutaneous Tibial Nerve Stimulation (PTNS) in t…",91,0.002872984174815502
NCT05972512,1,0.012908751012535049,-0.191682443,high,"A Clinical Study to Assess the Safety and Effectiveness of Plant-based Biotin and Plant Based Biotin with Silica in Healthy Human Subjects with Complaints of Hair Fall, Thin, Dry, & Brittle Hair, and Dry Skin | Hair Falling|Thin Hair|Dry Ha…",91,0.002872984174815502
NCT05952089,1,0.012046248353019564,-0.161015093,high,"A Study to Assess the Effect of Danicamtiv on the Drug Levels of Midazolam in Participants With Stable Heart Failure | Heart Failure With Reduced Ejection Fraction | The purpose of this study is assess the effect of danicamtiv, as an induce…",91,0.002872984174815502
NCT05731102,1,0.011944761641873356,-0.2207416,high,Diagnostic Survey of Mental and Substance Use Disorders Among Norwegian College and University Students | Mental Disorders|Substance Use Disorders|Treatment|Participation | The aims of this observational survey are to 1) collect data on the…,91,0.002872984174815502
NCT05849441,1,0.011735358253145024,-0.292855859,high,"Mindfulness Program for Adolescents With 22q11DS | 22Q11 Deletion Syndrome | The goal of this study is to evaluate the effectiveness of the Aware Program, an online mindfulness education program, with adolescents with 22q11DS and their pare…",91,0.002872984174815502
NCT06162507,1,0.011511948830095662,-0.306986928,high,"Study of CM310 in Children Subjects With Moderate-to-severe Atopic Dermatis | Atopic Dermatitis | This is a multi-center, single arm, open-label study to evaluate safety in children patients with moderate-to severe atopic dermatis.",91,0.002872984174815502
NCT05890170,1,-0.0048216740838961415,-0.114239931,low,Patient-reported Outcome Measures After Implant Placement With Contour Augmentation Procedure | Tooth Loss|Bone Graft; Complications|Patient Satisfaction|Patient Acceptance of Health Care | Maintaining the general health and well-being of p…,91,0.002872984174815502
NCT06047145,1,-0.004537750632616735,-0.228552967,low,"Evaluation of Soy Isoflavones on Skin Ageing Parameters | Skin Ageing | This double-blind, placebo-controlled, randomised pilot trial aims to assess the effect of oral soy isoflavone consumption on skin ageing parameters in post-menopausal …",91,0.002872984174815502
NCT06971536,1,-0.004332738775887606,-0.036264881,low,Safety and Bioavailability of Micellar Green Tea Extract | Bioavailability and Pharmacokinetics|Safety | This study seeks to determine the short-term effects of daily oral supplementation of LipoMicel Green Tea on oral absorption and safety…,91,0.002872984174815502
NCT06496269,1,-0.004191112295687844,-0.146790072,low,"Impact of Microvascular Inflammation on Kidney Allograft Outcome | Transplant;Failure,Kidney|Kidney Transplant Rejection | Graft microvascular inflammation poses a significant challenge to successful kidney transplantation due to its hetero…",91,0.002872984174815502
NCT05819424,1,-0.003818688631654368,-0.018770941,low,"EpiCor Clinical Study on Rapid Immune Modulating Effects | Immune Surveillance | Clinical verification study evaluating the effects of a nutraceutical product. This study involves thirty participants composed of healthy adults, who will be …",91,0.002872984174815502
NCT05987969,1,-0.003720694374851519,-0.342961699,low,Efficacy and Safety of the Alena App as a Treatment for Social Anxiety Disorder | Social Anxiety Disorder (Social Phobia)|Social Anxiety|Social Anxiety Disorder | The present study is a randomised controlled trial that seeks to investigate …,91,0.002872984174815502
NCT06591637,1,-0.0037085786017610188,-0.208074376,low,"Fertility Supportive Behavior Education Based On Watson's Theory Of Human Care | Infertility, Female|IVF | Infertile individuals frequently attempt behavioral changes to enhance the effectiveness of their treatment and improve fertility out…",91,0.002872984174815502
NCT05991960,1,-0.0036768773800372402,-0.166031271,low,"Evaluation of Real-World Data on the Performance of the TECNIS Odyssey™ IOL | Cataracts | Retrospective collection of data from medical records, multicenter, post-market clinical follow-up study.",91,0.002872984174815502
NCT06112899,1,0.008356235970845774,0.027495326,high,The Effects of Swedish Massage and Manual Lymph Drainage on Muscle Fatigue | Muscle Soreness | 12 healthy men aged 18-30 will be included in the study. Participants will be selected from students who regularly train and do active sports at …,36,0.0028251903019892717
NCT06764901,1,0.007655755621310618,0.15347892,high,Scalable Technology for Online Prevention of Child Sexual Abuse (CSA) and CSA Materials | Sexual Behavior|Child Sexual Abuse Material (CSAM) Consumption|Behavioural Disorder|Behavior Problems|Online Behaviour | 1. Summary The STOP-CSAM Stud…,36,0.0028251903019892717
NCT06053632,1,0.0060609118465481514,-0.093677439,high,"Young Age Soccer Player's Lower Limb Muscle Imbalance and Functional Status | Healthy | A randomized controlled trial is designed to examine the effects of low-load and high-velocity eccentric exercises on lower limb muscular properties, im…",36,0.0028251903019892717
NCT06148662,1,0.005995927502162886,0.143581077,high,The Effect of Oral Sprays on Salivary pH | Oral Health | The aim of the study is to assess the effect of oral foams on salivary pH changes after Coca-cola consumption in young adults.,36,0.0028251903019892717
NCT06084650,1,0.0059731312970734505,0.099791296,high,Optical Coherence Tomography (OCT) and OCT Angiography(OCTA) Deep Learning in Waldenström's Macroglobulinemia Patients | Waldenstrom Macroglobulinemia | This study evaluates the ability of deep learning to improve the knowledge about struct…,36,0.0028251903019892717
NCT05702840,1,0.005845615197840743,-0.000645522,high,"EXerCise wEight Loss | Overweight and Obesity | The overall aim of this study is to investigate the effects of home-based resistance exercise programme on changes in body composition and strength during weight loss, in people living with ob…",36,0.0028251903019892717
NCT05670977,1,0.00579905598239975,0.23997198,high,Improved Skin Anti-aging Outcomes Associated With Collagen Fortified Consumption In 30 to 50-Year-old Women | Skin Laxity|Skin Lines | The goal of this clinical trial is to study the efficacy of collagen supplement on the moisture content a…,36,0.0028251903019892717
NCT05494359,1,0.005725776994152057,0.269699216,high,The Diagnostic Value of Nitrogen Element (N) in Esophagus Cancer | Esophageal Cancer | The purpose of this study is to determine the diagnostic value of various nitrogen components in oral gas for esophagus cancer (ESCA) .,36,0.0028251903019892717
NCT06699940,1,-0.006281341868532309,0.153662667,low,A Retrospective Study to Evaluate NeuroStar® Advanced Therapy in Adolescents | MDD | To assess the real-world effectiveness of transcranial magnetic stimulation (TMS) for depression in large adolescent and young adult samples.,36,0.0028251903019892717
NCT05993624,1,-0.0061885370091067675,-0.084321782,low,The Effect of Exergame Games on Geriatric Individuals With Kinesiophobia | Geriatric|Kinesiophobia | The study included 15 geriatric individuals over the age of 65 staying in Kızılay Zeynep Nedim Oyvar Nursing Home and Elderly Nursing Home.…,36,0.0028251903019892717
NCT05819424,1,-0.005868758938463543,0.020127472,low,"EpiCor Clinical Study on Rapid Immune Modulating Effects | Immune Surveillance | Clinical verification study evaluating the effects of a nutraceutical product. This study involves thirty participants composed of healthy adults, who will be …",36,0.0028251903019892717
NCT06047145,1,-0.005846662888407081,0.14993681,low,"Evaluation of Soy Isoflavones on Skin Ageing Parameters | Skin Ageing | This double-blind, placebo-controlled, randomised pilot trial aims to assess the effect of oral soy isoflavone consumption on skin ageing parameters in post-menopausal …",36,0.0028251903019892717
NCT05568381,1,-0.005575335409223499,0.109673642,low,Sleep Disturbance in MCI: A Study of a Cognitive Behavioural Therapy Digital Intervention | Cognitive Dysfunction|Insomnia|Mild Cognitive Impairment|Cognitive Disorder|Sleep Wake Disorders | This study aims to determine the feasibility of a…,36,0.0028251903019892717
NCT06957951,1,-0.0055223062165055126,0.09515655,low,"Effectiveness of WBV-Supported Core Training on Lumbar Disc Herniation | Lumbar Disc Herniation|Low Back Pain | ""This randomized controlled trial investigated the effects of conventional physiotherapy, core stabilization exercises, and WBV-…",36,0.0028251903019892717
NCT05792800,1,-0.005417083848010975,0.037851192,low,"Dental Practitioners KAP Regarding Caries Preventive Measures in Cairo and Riyadah | Tooth Diseases|Caries,Dental | The study aims to evaluate the knowledge, attitude, and practice of dental practitioners from Cairo and Riyadh regarding car…",36,0.0028251903019892717
NCT05793125,1,-0.005400419593556762,0.159637555,low,Pulmonary Artery Doppler And Neonatal Outcome In Hypertensive Disorders Of Pregnancy | Hypertension in Pregnancy | To correlate fetal Pulmonary artery Doppler parameters with neonatal outcome in patients diagnosed with hypertensive disorder…,36,0.0028251903019892717
NCT05740982,0,0.017744158896837236,0.180238262,high,"A Phase 2 Randomized Multisite Trial to Inform Public Health Strategies Involving the Use of MVA-BN Vaccine for Mpox | Monkeypox | This study is a Phase 2 open-label, non-placebo controlled, multi-site clinical trial that will evaluate the …",52,0.002817568406159618
NCT05875662,1,0.017335251481524663,0.275767893,high,"Pulmonary Ventilation After Fiberoptic Bronchoscopy Using EIT | Bronchoscopy|Atelectasis|Mechanical Ventilation | Background: Fiber bronchoscopy is a routine operation in intensive care unit (ICU), but it may cause local collapse of the lun…",52,0.002817568406159618
NCT05973695,1,0.016986825260919432,0.448761284,high,"Effects of Clamshell Versus Gluteal Bridge Exercises | Lower Crossed Syndrome | Gluteal amnesia is a ""condition"" where the individual is believed to have lost the ability to contract their gluteal muscles - generally the gluteus maximus, th…",52,0.002817568406159618
NCT05707351,1,0.01591149836978502,0.107254781,high,A Study of Adynovate in Previously Treated Chinese Teenagers and Adults With Severe Hemophilia A | Hemophilia A | The main aim of the study is to determine how well Adynovate works to decrease bleeding in previously treated Chinese men and …,52,0.002817568406159618
NCT06030999,1,0.014505987205723159,0.323761553,high,The Prevention And Treatment On Obesity And Weight Management By Oral Supplementation Of Probiotics And Prebiotics | Overweight and Obesity | The goal of this interventional study is to test whether consumption of Wonderlab probiotics with …,52,0.002817568406159618
NCT05894356,1,0.013845880942462828,0.243929222,high,"The Paternal Clock: Uncovering the Consequences of Advanced Paternal Age on Sperm DNA Fragmentation | Infertility, Male | Sperm DNA fragmentation (SDF) serves as a marker for chromatin and DNA damage in sperm. Assessing sperm DNA integrity …",52,0.002817568406159618
NCT03825965,1,0.013291478298124276,0.322761655,high,"Cannabinoids vs. Placebo on Persistent Post-surgical Pain Following TKA: A Pilot RCT | Knee Osteoarthritis | Each year, approximately 75,000 Canadians undergo knee replacement surgery, and up to 25% develop persistent post-surgical pain. Pe…",52,0.002817568406159618
NCT05603481,1,0.012418585769687525,0.397973597,high,"CGM in Patients With ED's | Anorexia Nervosa Restricting Type|Anorexia Nervosa, Binge Eating/Purging Type|ARFID|Avoidant Restrictive Food Intake Disorder | To determine the accuracy of continuous glucose monitoring (CGM) with point of care …",52,0.002817568406159618
NCT06606132,1,-0.005082716279621309,0.509713292,low,"Effects of Immersive Virtual Reality on Quality of Life, Stress, Anxiety, Depression and Grip Strength in Fibromyalgia: A Pilot Study | Fibromyalgia (FM) | The aim of this pilot study is to determine the effectiveness of an exercise program…",52,0.002817568406159618
NCT05987969,1,-0.004733890494167099,0.260052472,low,Efficacy and Safety of the Alena App as a Treatment for Social Anxiety Disorder | Social Anxiety Disorder (Social Phobia)|Social Anxiety|Social Anxiety Disorder | The present study is a randomised controlled trial that seeks to investigate …,52,0.002817568406159618
NCT06108570,1,-0.004495854878016416,0.124494553,low,"Evaluation of the Efficacy of TOPIALYSE Baume Protect+ on Atopic Dermatis | Atopic Dermatitis | The purpose of this study is to evaluate the efficacy and tolerability of a SVR care product.

As we know, atopic dermatitis is a vicious circle…",52,0.002817568406159618
NCT05855837,1,-0.004441967772404496,0.406726778,low,"Appetite Responses to Cereal Products | Satisfaction, Consumer | The purpose of this clinical trial is to investigate appetite responses to 2 cereal products in healthy adults.",52,0.002817568406159618
NCT06025526,0,-0.004379154754381034,0.400411457,low,Effectiveness of the Aktivplan Digital Intervention (ACTIVE-CaRe Pilot) | Cardiac Rehabilitation|Secondary Prevention|Cardiovascular Diseases | The goal of this clinical pilot / feasibility study is to determine the feasibility of conductin…,52,0.002817568406159618
NCT06126250,1,-0.004122116014668791,-0.03335052,low,"Safety and Efficacy of U-Shaped Sonic Toothbrush on Plaque and Gingivitis | Plaque Induced Gingivitis | The goal of this 30 day, randomized, two group, parallel, examiner-blind clinical study is to evaluate the safety and efficacy of AutoBr…",52,0.002817568406159618
